subj,is.analysis.group,roi.hemi,roi,hemi,param,taua
765864,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.049859943977591
814649,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.0266106442577031
843151,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.00700280112044818
849971,TRUE,FrontoParietal_l,FrontoParietal,l,target,-0.0173669467787115
873968,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.0350140056022409
877168,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.0879551820728291
DMCC1328342,FALSE,FrontoParietal_l,FrontoParietal,l,target,0.0904761904761905
DMCC1596165,FALSE,FrontoParietal_l,FrontoParietal,l,target,-0.0179271708683473
DMCC1971064,TRUE,FrontoParietal_l,FrontoParietal,l,target,-0.0299719887955182
DMCC2442951,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.0378151260504202
DMCC2803654,FALSE,FrontoParietal_l,FrontoParietal,l,target,0.00196078431372549
DMCC2834766,FALSE,FrontoParietal_l,FrontoParietal,l,target,0.0296918767507003
DMCC3062542,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.00420168067226891
DMCC4191255,FALSE,FrontoParietal_l,FrontoParietal,l,target,0.00700280112044818
DMCC4260551,FALSE,FrontoParietal_l,FrontoParietal,l,target,-0.0128851540616246
DMCC4854075,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.0352941176470588
DMCC5009144,TRUE,FrontoParietal_l,FrontoParietal,l,target,-0.00196078431372549
DMCC5195268,FALSE,FrontoParietal_l,FrontoParietal,l,target,0.00280112044817927
DMCC5775387,FALSE,FrontoParietal_l,FrontoParietal,l,target,-0.034733893557423
DMCC6371570,FALSE,FrontoParietal_l,FrontoParietal,l,target,-0.0551820728291317
DMCC6418065,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.00224089635854342
DMCC6484785,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.0131652661064426
DMCC6661074,TRUE,FrontoParietal_l,FrontoParietal,l,target,-0.00336134453781513
DMCC6671683,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.0218487394957983
DMCC6705371,FALSE,FrontoParietal_l,FrontoParietal,l,target,0.0588235294117647
DMCC6721369,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.00336134453781513
DMCC6904377,FALSE,FrontoParietal_l,FrontoParietal,l,target,0.00252100840336135
DMCC7297690,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.0210084033613445
DMCC7921988,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.026890756302521
DMCC8033964,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.0492997198879552
DMCC8050964,TRUE,FrontoParietal_l,FrontoParietal,l,target,-0.0168067226890756
DMCC8078683,FALSE,FrontoParietal_l,FrontoParietal,l,target,-0.0145658263305322
DMCC9441378,TRUE,FrontoParietal_l,FrontoParietal,l,target,0.0092436974789916
DMCC9478705,TRUE,FrontoParietal_l,FrontoParietal,l,target,-0.0352941176470588
DMCC9953810,TRUE,FrontoParietal_l,FrontoParietal,l,target,-0.0450980392156863
107321,TRUE,None_l,None,l,target,-0.0137254901960784
115825,FALSE,None_l,None,l,target,-0.0425770308123249
123117,TRUE,None_l,None,l,target,0.015406162464986
130114,TRUE,None_l,None,l,target,-0.0142857142857143
130518,FALSE,None_l,None,l,target,0.0899159663865546
132017,TRUE,None_l,None,l,target,0.0484593837535014
138837,TRUE,None_l,None,l,target,-0.023249299719888
141422,TRUE,None_l,None,l,target,0.0406162464985994
150423,TRUE,None_l,None,l,target,0.0473389355742297
158136,TRUE,None_l,None,l,target,0.0896358543417367
160830,TRUE,None_l,None,l,target,0.030812324929972
161832,TRUE,None_l,None,l,target,0.0361344537815126
165032,TRUE,None_l,None,l,target,0.0778711484593838
171330,TRUE,None_l,None,l,target,0.0134453781512605
178243,TRUE,None_l,None,l,target,0.0717086834733894
178647,FALSE,None_l,None,l,target,-0.0106442577030812
178950,TRUE,None_l,None,l,target,0.0621848739495798
182436,TRUE,None_l,None,l,target,0.00784313725490196
197449,TRUE,None_l,None,l,target,0.0372549019607843
203418,TRUE,None_l,None,l,target,-0.00644257703081232
204319,TRUE,None_l,None,l,target,0.0417366946778711
233326,FALSE,None_l,None,l,target,-0.02296918767507
300618,TRUE,None_l,None,l,target,0.0509803921568627
317332,TRUE,None_l,None,l,target,0.000560224089635854
346945,TRUE,None_l,None,l,target,0.038375350140056
352738,TRUE,None_l,None,l,target,-0.0271708683473389
393550,FALSE,None_l,None,l,target,-0.00672268907563025
448347,TRUE,None_l,None,l,target,0.0929971988795518
580650,TRUE,None_l,None,l,target,0.0156862745098039
594156,TRUE,None_l,None,l,target,-0.0092436974789916
601127,TRUE,None_l,None,l,target,0.015406162464986
765864,TRUE,None_l,None,l,target,0.0252100840336134
814649,TRUE,None_l,None,l,target,0.0526610644257703
843151,TRUE,None_l,None,l,target,0.0341736694677871
849971,TRUE,None_l,None,l,target,0.00280112044817927
873968,TRUE,None_l,None,l,target,-0.034733893557423
877168,TRUE,None_l,None,l,target,0.0355742296918768
DMCC1328342,FALSE,None_l,None,l,target,0.080952380952381
DMCC1596165,FALSE,None_l,None,l,target,-0.0593837535014006
DMCC1971064,TRUE,None_l,None,l,target,0.0140056022408964
DMCC2442951,TRUE,None_l,None,l,target,-0.0260504201680672
DMCC2803654,FALSE,None_l,None,l,target,0.0313725490196078
DMCC2834766,FALSE,None_l,None,l,target,0.0431372549019608
DMCC3062542,TRUE,None_l,None,l,target,0.0103641456582633
DMCC4191255,FALSE,None_l,None,l,target,0.0061624649859944
DMCC4260551,FALSE,None_l,None,l,target,0.0299719887955182
DMCC4854075,TRUE,None_l,None,l,target,0.0442577030812325
DMCC5009144,TRUE,None_l,None,l,target,0.0156862745098039
DMCC5195268,FALSE,None_l,None,l,target,0.107282913165266
DMCC5775387,FALSE,None_l,None,l,target,0.0030812324929972
DMCC6371570,FALSE,None_l,None,l,target,-0.0274509803921569
DMCC6418065,TRUE,None_l,None,l,target,-0.00392156862745098
DMCC6484785,TRUE,None_l,None,l,target,0.0535014005602241
DMCC6661074,TRUE,None_l,None,l,target,0.00140056022408964
DMCC6671683,TRUE,None_l,None,l,target,-0.0120448179271709
DMCC6705371,FALSE,None_l,None,l,target,0.0137254901960784
DMCC6721369,TRUE,None_l,None,l,target,-0.0106442577030812
DMCC6904377,FALSE,None_l,None,l,target,0.0280112044817927
DMCC7297690,TRUE,None_l,None,l,target,0.0773109243697479
DMCC7921988,TRUE,None_l,None,l,target,0.0666666666666667
DMCC8033964,TRUE,None_l,None,l,target,0.030812324929972
DMCC8050964,TRUE,None_l,None,l,target,-0.0414565826330532
DMCC8078683,FALSE,None_l,None,l,target,-0.0406162464985994
DMCC9441378,TRUE,None_l,None,l,target,-0.0061624649859944
DMCC9478705,TRUE,None_l,None,l,target,-0.0204481792717087
DMCC9953810,TRUE,None_l,None,l,target,-0.0142857142857143
107321,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0588235294117647
115825,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.00868347338935574
123117,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0204481792717087
130114,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0324929971988796
130518,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0355742296918768
132017,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0397759103641457
138837,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0478991596638656
141422,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.00896358543417367
150423,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0271708683473389
158136,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0282913165266106
160830,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.00980392156862745
161832,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0123249299719888
165032,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.000560224089635854
171330,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.038375350140056
178243,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.00168067226890756
178647,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0201680672268908
178950,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0456582633053221
182436,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0680672268907563
197449,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0394957983193277
203418,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.00980392156862745
204319,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.019327731092437
233326,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0176470588235294
300618,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0725490196078432
317332,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.00280112044817927
346945,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0366946778711485
352738,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0254901960784314
393550,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0212885154061625
448347,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0843137254901961
580650,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0103641456582633
594156,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0159663865546218
601127,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0061624649859944
765864,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0030812324929972
814649,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0246498599439776
843151,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.00756302521008403
849971,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.00644257703081232
873968,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0131652661064426
877168,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0389355742296919
DMCC1328342,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0453781512605042
DMCC1596165,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0392156862745098
DMCC1971064,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0361344537815126
DMCC2442951,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.00532212885154062
DMCC2803654,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0151260504201681
DMCC2834766,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0263305322128852
DMCC3062542,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0588235294117647
DMCC4191255,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0168067226890756
DMCC4260551,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0190476190476191
DMCC4854075,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.00868347338935574
DMCC5009144,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0190476190476191
DMCC5195268,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0
DMCC5775387,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.000280112044817927
DMCC6371570,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0201680672268908
DMCC6418065,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.053781512605042
DMCC6484785,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0932773109243698
DMCC6661074,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0375350140056022
DMCC6671683,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0198879551820728
DMCC6705371,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0134453781512605
DMCC6721369,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0554621848739496
DMCC6904377,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.00224089635854342
DMCC7297690,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0266106442577031
DMCC7921988,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0563025210084034
DMCC8033964,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0557422969187675
DMCC8050964,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0148459383753501
DMCC8078683,FALSE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.00364145658263305
DMCC9441378,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0605042016806723
DMCC9478705,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,0.0417366946778711
DMCC9953810,TRUE,RetrosplenialTemporal_l,RetrosplenialTemporal,l,target,-0.0319327731092437
107321,TRUE,Salience_l,Salience,l,target,0.0445378151260504
115825,FALSE,Salience_l,Salience,l,target,-0.00392156862745098
123117,TRUE,Salience_l,Salience,l,target,-0.00196078431372549
130114,TRUE,Salience_l,Salience,l,target,-0.0277310924369748
130518,FALSE,Salience_l,Salience,l,target,0.0294117647058824
132017,TRUE,Salience_l,Salience,l,target,-0.0226890756302521
138837,TRUE,Salience_l,Salience,l,target,0.0661064425770308
141422,TRUE,Salience_l,Salience,l,target,0.0210084033613445
150423,TRUE,Salience_l,Salience,l,target,0.019327731092437
158136,TRUE,Salience_l,Salience,l,target,0.00140056022408964
160830,TRUE,Salience_l,Salience,l,target,-0.0106442577030812
161832,TRUE,Salience_l,Salience,l,target,-0.0252100840336134
165032,TRUE,Salience_l,Salience,l,target,-0.00252100840336135
171330,TRUE,Salience_l,Salience,l,target,-0.049859943977591
178243,TRUE,Salience_l,Salience,l,target,-0.00728291316526611
178647,FALSE,Salience_l,Salience,l,target,0.0288515406162465
178950,TRUE,Salience_l,Salience,l,target,0.122689075630252
182436,TRUE,Salience_l,Salience,l,target,-0.0330532212885154
197449,TRUE,Salience_l,Salience,l,target,-0.0226890756302521
203418,TRUE,Salience_l,Salience,l,target,0.0680672268907563
204319,TRUE,Salience_l,Salience,l,target,-0.00112044817927171
233326,FALSE,Salience_l,Salience,l,target,0.0364145658263305
300618,TRUE,Salience_l,Salience,l,target,-0.00812324929971989
317332,TRUE,Salience_l,Salience,l,target,-0.0364145658263305
346945,TRUE,Salience_l,Salience,l,target,0.0333333333333333
352738,TRUE,Salience_l,Salience,l,target,0.0061624649859944
393550,FALSE,Salience_l,Salience,l,target,-0.0148459383753501
448347,TRUE,Salience_l,Salience,l,target,0.0215686274509804
580650,TRUE,Salience_l,Salience,l,target,0.0145658263305322
594156,TRUE,Salience_l,Salience,l,target,0.0294117647058824
601127,TRUE,Salience_l,Salience,l,target,-0.038375350140056
765864,TRUE,Salience_l,Salience,l,target,0.0134453781512605
814649,TRUE,Salience_l,Salience,l,target,0.0179271708683473
843151,TRUE,Salience_l,Salience,l,target,0.0420168067226891
849971,TRUE,Salience_l,Salience,l,target,-0.0235294117647059
873968,TRUE,Salience_l,Salience,l,target,0.0563025210084034
877168,TRUE,Salience_l,Salience,l,target,0.0532212885154062
DMCC1328342,FALSE,Salience_l,Salience,l,target,0.0708683473389356
DMCC1596165,FALSE,Salience_l,Salience,l,target,0.0467787114845938
DMCC1971064,TRUE,Salience_l,Salience,l,target,-0.0316526610644258
DMCC2442951,TRUE,Salience_l,Salience,l,target,-0.00980392156862745
DMCC2803654,FALSE,Salience_l,Salience,l,target,0.0100840336134454
DMCC2834766,FALSE,Salience_l,Salience,l,target,-0.0126050420168067
DMCC3062542,TRUE,Salience_l,Salience,l,target,-0.0263305322128852
DMCC4191255,FALSE,Salience_l,Salience,l,target,-0.000280112044817927
DMCC4260551,FALSE,Salience_l,Salience,l,target,-0.00280112044817927
DMCC4854075,TRUE,Salience_l,Salience,l,target,-0.0257703081232493
DMCC5009144,TRUE,Salience_l,Salience,l,target,-0.0316526610644258
DMCC5195268,FALSE,Salience_l,Salience,l,target,0.0277310924369748
DMCC5775387,FALSE,Salience_l,Salience,l,target,-0.0204481792717087
DMCC6371570,FALSE,Salience_l,Salience,l,target,-0.0249299719887955
DMCC6418065,TRUE,Salience_l,Salience,l,target,0.00728291316526611
DMCC6484785,TRUE,Salience_l,Salience,l,target,-0.00868347338935574
DMCC6661074,TRUE,Salience_l,Salience,l,target,-0.0162464985994398
DMCC6671683,TRUE,Salience_l,Salience,l,target,-0.0187675070028011
DMCC6705371,FALSE,Salience_l,Salience,l,target,-0.00420168067226891
DMCC6721369,TRUE,Salience_l,Salience,l,target,0.0145658263305322
DMCC6904377,FALSE,Salience_l,Salience,l,target,0.0324929971988796
DMCC7297690,TRUE,Salience_l,Salience,l,target,0.0400560224089636
DMCC7921988,TRUE,Salience_l,Salience,l,target,-0.0280112044817927
DMCC8033964,TRUE,Salience_l,Salience,l,target,-0.0176470588235294
DMCC8050964,TRUE,Salience_l,Salience,l,target,-0.00784313725490196
DMCC8078683,FALSE,Salience_l,Salience,l,target,0.0254901960784314
DMCC9441378,TRUE,Salience_l,Salience,l,target,0.0103641456582633
DMCC9478705,TRUE,Salience_l,Salience,l,target,-0.0411764705882353
DMCC9953810,TRUE,Salience_l,Salience,l,target,-0.0117647058823529
107321,TRUE,SMhand_l,SMhand,l,target,0.0593837535014006
115825,FALSE,SMhand_l,SMhand,l,target,0.0112044817927171
123117,TRUE,SMhand_l,SMhand,l,target,0.0714285714285714
130114,TRUE,SMhand_l,SMhand,l,target,0.00784313725490196
130518,FALSE,SMhand_l,SMhand,l,target,0.0927170868347339
132017,TRUE,SMhand_l,SMhand,l,target,0.0285714285714286
138837,TRUE,SMhand_l,SMhand,l,target,0.0394957983193277
141422,TRUE,SMhand_l,SMhand,l,target,0.0190476190476191
150423,TRUE,SMhand_l,SMhand,l,target,0.0551820728291317
158136,TRUE,SMhand_l,SMhand,l,target,0.0310924369747899
160830,TRUE,SMhand_l,SMhand,l,target,-0.0120448179271709
161832,TRUE,SMhand_l,SMhand,l,target,-0.0313725490196078
165032,TRUE,SMhand_l,SMhand,l,target,0.0644257703081232
171330,TRUE,SMhand_l,SMhand,l,target,-0.0285714285714286
178243,TRUE,SMhand_l,SMhand,l,target,0.0313725490196078
178647,FALSE,SMhand_l,SMhand,l,target,-0.00448179271708684
178950,TRUE,SMhand_l,SMhand,l,target,0.0697478991596639
182436,TRUE,SMhand_l,SMhand,l,target,0.0669467787114846
197449,TRUE,SMhand_l,SMhand,l,target,-0.00392156862745098
203418,TRUE,SMhand_l,SMhand,l,target,0.0551820728291317
204319,TRUE,SMhand_l,SMhand,l,target,0.00168067226890756
233326,FALSE,SMhand_l,SMhand,l,target,0.0546218487394958
300618,TRUE,SMhand_l,SMhand,l,target,-0.00336134453781513
317332,TRUE,SMhand_l,SMhand,l,target,0.0686274509803922
346945,TRUE,SMhand_l,SMhand,l,target,0.0380952380952381
352738,TRUE,SMhand_l,SMhand,l,target,-0.0403361344537815
393550,FALSE,SMhand_l,SMhand,l,target,-0.00560224089635854
448347,TRUE,SMhand_l,SMhand,l,target,0.00840336134453782
580650,TRUE,SMhand_l,SMhand,l,target,-0.00504201680672269
594156,TRUE,SMhand_l,SMhand,l,target,0.015406162464986
601127,TRUE,SMhand_l,SMhand,l,target,0.0364145658263305
765864,TRUE,SMhand_l,SMhand,l,target,-0.00280112044817927
814649,TRUE,SMhand_l,SMhand,l,target,-0.019327731092437
843151,TRUE,SMhand_l,SMhand,l,target,0.0635854341736695
849971,TRUE,SMhand_l,SMhand,l,target,0.042296918767507
873968,TRUE,SMhand_l,SMhand,l,target,-0.015406162464986
877168,TRUE,SMhand_l,SMhand,l,target,0.000560224089635854
DMCC1328342,FALSE,SMhand_l,SMhand,l,target,0.00980392156862745
DMCC1596165,FALSE,SMhand_l,SMhand,l,target,-0.0582633053221289
DMCC1971064,TRUE,SMhand_l,SMhand,l,target,-0.0375350140056022
DMCC2442951,TRUE,SMhand_l,SMhand,l,target,0.0254901960784314
DMCC2803654,FALSE,SMhand_l,SMhand,l,target,0.0285714285714286
DMCC2834766,FALSE,SMhand_l,SMhand,l,target,-0.0151260504201681
DMCC3062542,TRUE,SMhand_l,SMhand,l,target,0.0649859943977591
DMCC4191255,FALSE,SMhand_l,SMhand,l,target,-0.0490196078431373
DMCC4260551,FALSE,SMhand_l,SMhand,l,target,-0.030812324929972
DMCC4854075,TRUE,SMhand_l,SMhand,l,target,-0.00896358543417367
DMCC5009144,TRUE,SMhand_l,SMhand,l,target,-0.0226890756302521
DMCC5195268,FALSE,SMhand_l,SMhand,l,target,0.0605042016806723
DMCC5775387,FALSE,SMhand_l,SMhand,l,target,-0.0470588235294118
DMCC6371570,FALSE,SMhand_l,SMhand,l,target,-0.0414565826330532
DMCC6418065,TRUE,SMhand_l,SMhand,l,target,0.0563025210084034
DMCC6484785,TRUE,SMhand_l,SMhand,l,target,0.0445378151260504
DMCC6661074,TRUE,SMhand_l,SMhand,l,target,-0.0294117647058824
DMCC6671683,TRUE,SMhand_l,SMhand,l,target,0.0560224089635854
DMCC6705371,FALSE,SMhand_l,SMhand,l,target,-0.00476190476190476
DMCC6721369,TRUE,SMhand_l,SMhand,l,target,0.0282913165266106
DMCC6904377,FALSE,SMhand_l,SMhand,l,target,-0.00224089635854342
DMCC7297690,TRUE,SMhand_l,SMhand,l,target,0.122408963585434
DMCC7921988,TRUE,SMhand_l,SMhand,l,target,0.00392156862745098
DMCC8033964,TRUE,SMhand_l,SMhand,l,target,0.0722689075630252
DMCC8050964,TRUE,SMhand_l,SMhand,l,target,0.0173669467787115
DMCC8078683,FALSE,SMhand_l,SMhand,l,target,0.0355742296918768
DMCC9441378,TRUE,SMhand_l,SMhand,l,target,0.000560224089635854
DMCC9478705,TRUE,SMhand_l,SMhand,l,target,-0.00812324929971989
DMCC9953810,TRUE,SMhand_l,SMhand,l,target,0.0061624649859944
107321,TRUE,SMmouth_l,SMmouth,l,target,0.0159663865546218
115825,FALSE,SMmouth_l,SMmouth,l,target,0.104481792717087
