subj,is.analysis.group,roi,model,y,param,coef,beta,partr
580650,TRUE,anatfunc_ifj_L,tdic,r,target,0.00553217125786573,0.0243975214247515,0.0239443400193923
580650,TRUE,anatfunc_ifj_L,tdic,r,distractor,0.00888720554420807,0.0391936145076307,0.0384481789383546
580650,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0364575246312731,0.199970015497459,0.193907648836286
580650,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0391534438062359,-0.0940820718438759,-0.0912753748653238
594156,TRUE,anatfunc_ifj_L,tdic,r,target,-0.00479458877138784,-0.018165063100195,-0.0174131828962941
594156,TRUE,anatfunc_ifj_L,tdic,r,distractor,0.018381118089875,0.0696397930824137,0.0666190920095296
594156,TRUE,anatfunc_ifj_L,tdic,r,incongruency,-0.0161337494803268,-0.0760236061306892,-0.0731913550724301
594156,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0190818476237213,0.0393906170323859,0.0374521556582422
601127,TRUE,anatfunc_ifj_L,tdic,r,target,0.00425672099307648,0.00910235924918806,0.00877479964477241
601127,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.0117686063070971,-0.0251653990580299,-0.0242535886376466
601127,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0488480216858097,0.129913228879259,0.125111737008917
601127,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0521492059645499,-0.0607593753678927,-0.0580313242982629
765864,TRUE,anatfunc_ifj_L,tdic,r,target,0.03412824773592,0.215205186192855,0.208179907388099
765864,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.00268551597692893,-0.0169342701187262,-0.0167460581202556
765864,TRUE,anatfunc_ifj_L,tdic,r,incongruency,-0.0192514263052574,-0.150983421868496,-0.148680090644092
765864,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.00497357873044511,-0.0170881305405129,-0.0167695814580084
814649,TRUE,anatfunc_ifj_L,tdic,r,target,-0.0108509367381372,-0.0317823111523604,-0.0313400049441389
814649,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.00229791526720957,-0.0067305763351768,-0.00664002403558371
814649,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.0550255145006529,0.200451802525169,0.195283023954251
814649,TRUE,anatfunc_ifj_L,tdic,r,congruency,-0.0787530488044994,-0.125681811849587,-0.12212874463129
843151,TRUE,anatfunc_ifj_L,tdic,r,target,0.0513263813157427,0.198558661429429,0.196440774966952
843151,TRUE,anatfunc_ifj_L,tdic,r,distractor,-0.0239412309392394,-0.0926178438145636,-0.0930453760732004
843151,TRUE,anatfunc_ifj_L,tdic,r,incongruency,-0.0412567444343124,-0.198504682371777,-0.197684847068079
843151,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0360144676541459,0.0759122743935768,0.0757933252150424
849971,TRUE,anatfunc_ifj_L,tdic,r,target,0.00257737511166728,0.0183856592259471,0.0176986675610167
849971,TRUE,anatfunc_ifj_L,tdic,r,distractor,0.0213117276816403,0.152026827952628,0.144826026251347
849971,TRUE,anatfunc_ifj_L,tdic,r,incongruency,0.00558170408729055,0.0495217513133977,0.047950830127903
849971,TRUE,anatfunc_ifj_L,tdic,r,congruency,0.0118949371695997,0.0462328367572477,0.0441304506406859
873968,TRUE,anatfunc_ifj_L,tdic,r,target,-0.000205046097576935,-0.000561913351149075,-0.000537789040617773
